Timestamps,Bytes_Sent (TCP),Bytes_Sent (UDP),Bytes_Sent (Other),Bytes_Received (TCP),Bytes_Received (UDP),Bytes_Received (Other),Packets_Sent (TCP),Packets_Sent (UDP),Packets_Sent (Other),Packets_Received (TCP),Packets_Received (UDP),Packets_Received (Other)
2/22/2024 8:45,706,639,120,940,565,201,27,25,26,50,27,26
2/22/2024 8:50,962,551,163,736,740,117,57,37,18,55,22,24
2/22/2024 8:55,1138,883,188,952,551,142,35,24,10,58,33,13
2/22/2024 9:00,1080,894,139,650,817,190,65,33,25,28,31,13
2/22/2024 9:05,1075,647,295,1194,870,207,27,28,27,39,36,20
2/22/2024 9:10,915,795,192,1172,771,105,24,33,18,45,41,19
2/22/2024 9:15,675,483,158,879,458,278,53,15,12,24,28,17
2/22/2024 9:20,1036,912,142,1074,914,130,64,40,17,64,25,19
2/22/2024 9:25,999,587,231,786,852,125,57,32,9,62,26,26
2/22/2024 9:30,961,809,297,620,774,246,41,26,13,58,25,13
2/22/2024 9:35,717,595,179,703,801,269,66,40,29,23,26,14
2/22/2024 9:40,878,882,286,1184,889,284,61,17,26,27,22,28
2/22/2024 9:45,813,635,201,601,593,286,36,16,28,63,31,9
2/22/2024 9:50,772,528,267,964,897,116,49,31,14,30,20,21
2/22/2024 9:55,932,636,110,991,907,154,30,16,19,46,35,13
2/22/2024 10:00,711,727,172,1068,749,227,47,32,11,34,23,10
2/22/2024 10:05,1102,783,257,1150,771,153,31,33,30,54,39,24
2/22/2024 10:10,895,752,171,866,775,210,53,37,28,50,33,17
2/22/2024 10:15,817,642,267,981,668,249,59,21,25,65,21,25
2/22/2024 10:20,1060,795,158,760,787,116,51,29,26,33,29,10
2/22/2024 10:25,804,777,173,651,461,254,66,23,18,68,16,20
2/22/2024 10:30,1164,805,147,1060,816,232,32,24,21,68,14,24
2/22/2024 10:35,996,458,190,804,819,120,68,39,8,40,35,16
2/22/2024 10:40,864,793,123,944,585,208,25,37,25,49,29,30
2/22/2024 10:45,1140,491,204,741,684,185,41,41,20,22,17,26
2/22/2024 10:50,1046,563,231,840,557,140,48,23,21,29,31,8
2/22/2024 10:55,1023,627,135,728,645,158,56,19,27,37,29,26
2/22/2024 11:00,1054,744,259,1178,905,149,31,26,8,47,23,13
2/22/2024 11:05,933,453,283,834,554,121,32,18,14,28,24,9
2/22/2024 11:10,713,798,235,840,469,222,31,34,26,58,18,30
2/22/2024 11:15,690,774,215,709,732,258,38,40,12,49,40,30
2/22/2024 11:20,866,615,204,752,464,114,28,38,14,65,16,14
2/22/2024 11:25,967,552,232,1139,663,153,35,15,23,54,40,26
2/22/2024 11:30,693,628,109,797,597,156,26,28,15,42,32,20
2/22/2024 11:35,895,515,107,1101,574,221,58,16,25,53,23,16
2/22/2024 11:40,604,529,256,976,526,181,42,35,14,29,32,18
2/22/2024 11:45,670,460,204,706,620,297,40,27,30,61,36,23
2/22/2024 11:50,835,900,167,1149,482,164,39,24,27,41,38,29
2/22/2024 11:55,908,674,259,1010,828,234,30,36,27,66,17,27
2/22/2024 12:00,1061,474,223,615,451,244,37,16,10,46,26,27
2/22/2024 12:05,816,541,130,1102,490,240,54,27,30,63,29,12
2/22/2024 12:10,651,711,116,1200,893,273,43,37,28,33,20,15
2/22/2024 12:15,954,665,229,932,833,124,22,35,11,22,35,18
2/22/2024 12:20,1068,482,266,1066,551,147,25,16,18,38,25,30
2/22/2024 12:25,835,582,263,1031,833,154,68,27,30,39,16,18
2/22/2024 12:30,1126,867,251,607,702,207,67,37,14,50,41,29
2/22/2024 12:35,741,696,225,1134,545,234,33,37,19,50,15,24
2/22/2024 12:40,1001,465,240,843,864,161,23,15,21,47,22,29
2/22/2024 12:45,792,835,207,692,556,164,40,32,17,30,41,30
2/22/2024 12:50,778,607,137,674,892,281,45,32,21,33,15,17
2/22/2024 12:55,787,555,116,699,615,225,24,28,11,27,21,8
2/22/2024 13:00,1165,561,144,1107,876,225,43,37,25,33,20,28
2/22/2024 13:05,943,676,152,1060,652,234,59,22,25,30,26,10
2/22/2024 13:10,924,751,109,1046,838,244,22,20,18,32,14,24
2/22/2024 13:15,1150,693,105,1009,914,168,28,37,17,55,39,15
2/22/2024 13:20,890,780,245,612,480,102,53,31,27,32,36,30
2/22/2024 13:25,878,573,213,1155,906,242,29,27,28,38,18,26
2/22/2024 13:30,813,640,130,1047,837,199,27,18,20,28,29,25
2/22/2024 13:35,1003,700,184,1181,518,265,52,41,13,60,33,9
2/22/2024 13:40,702,684,119,1069,689,184,29,40,19,44,37,10
2/22/2024 13:45,708,864,121,845,457,245,33,34,8,23,21,26
2/22/2024 13:50,696,776,143,792,784,211,54,28,19,53,40,30
2/22/2024 13:55,1026,919,128,1193,752,213,24,26,23,64,29,30
2/22/2024 14:00,1066,583,233,896,760,246,58,28,20,40,16,14
2/22/2024 14:05,1006,695,116,768,905,291,41,40,14,44,14,12
2/22/2024 14:10,841,524,124,1137,582,278,31,35,15,42,32,11
2/22/2024 14:15,911,712,135,747,629,211,51,24,11,42,15,24
2/22/2024 14:20,983,676,249,946,839,169,64,31,30,37,20,15
2/22/2024 14:25,1168,638,272,834,628,128,61,30,10,46,15,13
2/22/2024 14:30,602,888,210,1129,678,264,42,17,11,39,21,30
2/22/2024 14:35,634,460,187,1054,537,115,31,38,22,31,30,10
2/22/2024 14:40,1125,791,149,719,819,146,50,29,12,48,21,20
2/22/2024 14:45,1050,759,257,648,911,132,58,35,30,32,33,15
2/22/2024 14:50,1103,617,104,655,658,273,51,32,14,24,18,15
2/22/2024 14:55,1156,782,141,882,876,138,31,33,12,39,32,19
2/22/2024 15:00,667,626,161,634,450,230,62,24,22,24,21,20
2/22/2024 15:05,771,893,184,713,884,201,66,27,27,63,16,28
2/22/2024 15:10,1094,784,258,1122,798,232,46,16,25,45,28,28
2/22/2024 15:15,847,603,158,953,728,248,35,37,9,55,31,24
2/22/2024 15:20,915,562,292,605,644,266,39,18,13,22,19,24
2/22/2024 15:25,622,647,123,670,766,202,40,30,18,40,36,24
2/22/2024 15:30,615,708,151,891,708,241,53,14,19,46,17,24
2/22/2024 15:35,985,642,252,836,909,235,41,26,8,38,33,29
2/22/2024 15:40,1099,541,280,762,637,252,58,27,9,63,32,10
2/22/2024 15:45,1114,524,152,1078,651,280,50,22,23,24,24,19
2/22/2024 15:50,884,693,266,761,900,203,52,26,28,32,39,30
2/22/2024 15:55,1057,772,248,983,831,276,66,20,19,44,21,21
2/22/2024 16:00,655,745,298,700,456,244,31,32,28,50,32,30
2/22/2024 16:05,1159,876,107,816,780,151,55,41,19,42,34,25
2/22/2024 16:10,1036,869,113,764,599,276,24,17,15,25,17,25
2/22/2024 16:15,720,667,226,879,823,119,59,16,28,52,25,25
2/22/2024 16:20,610,658,266,863,562,297,45,14,9,45,37,28
2/22/2024 16:25,1145,702,232,863,852,121,63,15,22,40,38,27
2/22/2024 16:30,720,670,234,1080,758,115,49,24,9,38,32,23
2/22/2024 16:35,1099,646,182,917,722,259,61,21,15,67,20,23
2/22/2024 16:40,880,538,198,1021,741,228,51,16,16,63,15,27
2/22/2024 16:45,730,810,208,1094,669,228,60,20,25,63,23,8
2/22/2024 16:50,636,871,236,755,567,190,40,26,18,30,35,29
2/22/2024 16:55,694,820,210,842,739,295,25,24,28,29,29,19
2/22/2024 17:00,979,507,289,814,762,226,57,38,19,35,15,11
2/22/2024 17:05,929,526,286,735,673,259,33,19,22,59,30,10
2/22/2024 17:10,710,475,128,647,806,257,44,14,19,45,17,15
2/22/2024 17:15,822,570,261,733,718,228,66,35,11,60,18,12
2/22/2024 17:20,1102,867,262,683,763,285,61,23,13,64,36,13
2/22/2024 17:25,607,592,250,846,841,229,53,16,16,54,14,14
2/22/2024 17:30,1070,838,243,604,464,153,51,30,28,31,15,19
2/22/2024 17:35,865,687,200,854,884,137,57,18,11,48,26,24
2/22/2024 17:40,650,784,157,917,781,212,42,41,24,36,20,19
2/22/2024 17:45,819,534,204,889,830,125,33,24,11,66,33,15
2/22/2024 17:50,1023,732,288,742,689,220,47,23,10,41,18,12
2/22/2024 17:55,1082,460,272,1164,687,200,37,14,26,23,35,27
2/22/2024 18:00,1096,677,114,739,568,170,28,26,16,37,39,26
2/22/2024 18:05,736,687,182,694,503,101,38,15,23,52,15,23
2/22/2024 18:10,844,828,214,992,920,278,30,32,28,53,33,12
2/22/2024 18:15,1116,731,260,813,468,252,47,19,12,36,34,25
2/22/2024 18:20,902,687,158,703,719,114,56,15,24,44,32,8
2/22/2024 18:25,1111,914,194,1121,865,106,35,14,27,34,21,15
2/22/2024 18:30,858,814,135,720,862,147,61,14,12,56,30,24
2/22/2024 18:35,817,632,240,657,772,202,53,38,19,60,15,17
2/22/2024 18:40,603,893,111,741,724,173,30,16,16,58,15,28
2/22/2024 18:45,676,905,236,628,563,119,55,23,18,63,16,12
2/22/2024 18:50,1073,790,271,733,790,235,47,16,18,28,38,24
2/22/2024 18:55,600,902,220,718,524,208,46,31,19,66,33,10
2/22/2024 19:00,900,808,247,620,565,158,29,28,12,60,20,22
2/22/2024 19:05,941,555,185,891,913,105,62,16,25,47,37,22
2/22/2024 19:10,934,582,168,734,845,293,24,35,26,43,36,22
2/22/2024 19:15,1036,532,105,848,855,253,42,23,27,38,33,14
2/22/2024 19:20,1027,537,203,684,551,144,51,15,17,37,21,15
2/22/2024 19:25,1101,900,104,763,740,121,46,19,28,65,25,17
2/22/2024 19:30,1087,492,128,1156,876,237,61,39,13,67,15,17
2/22/2024 19:35,618,515,274,939,629,195,54,40,13,32,19,11
2/22/2024 19:40,849,839,273,1029,578,216,65,40,19,59,21,13
2/22/2024 19:45,865,792,234,1124,876,171,22,38,26,56,27,11
2/22/2024 19:50,643,814,209,1020,558,201,68,18,27,48,18,23
2/22/2024 19:55,668,708,101,958,660,260,33,17,26,53,17,13
2/22/2024 20:00,1081,780,213,884,715,265,55,26,14,57,23,9
2/22/2024 20:05,839,795,115,907,898,290,65,27,23,38,29,13
2/22/2024 20:10,882,759,143,1065,604,149,67,17,14,25,29,13
2/22/2024 20:15,655,522,185,829,788,151,41,24,17,57,41,11
2/22/2024 20:20,1101,612,236,1014,660,261,60,40,11,44,14,10
2/22/2024 20:25,918,712,102,1112,803,273,62,40,24,60,20,20
2/22/2024 20:30,822,502,100,665,551,138,27,31,9,47,18,20
2/22/2024 20:35,688,582,267,885,721,249,42,27,28,62,20,10
2/22/2024 20:40,1140,869,152,644,720,227,30,14,24,40,15,21
2/22/2024 20:45,989,632,236,693,467,104,30,37,16,39,29,13
2/22/2024 20:50,934,540,195,1101,489,168,31,22,21,67,32,17
2/22/2024 20:55,1133,746,162,826,736,201,27,36,17,55,41,22
2/22/2024 21:00,922,920,208,1051,636,148,38,24,17,29,28,12
2/22/2024 21:05,1101,556,218,1118,858,258,60,38,14,63,18,11
2/22/2024 21:10,706,462,222,1107,874,213,52,40,29,43,18,28
2/22/2024 21:15,1102,618,208,919,530,201,48,26,28,41,17,9
2/22/2024 21:20,843,759,171,795,712,285,57,23,14,62,40,8
2/22/2024 21:25,730,679,291,865,686,138,33,20,21,34,30,14
2/22/2024 21:30,1091,511,166,814,869,234,28,38,23,28,31,29
2/22/2024 21:35,605,526,259,787,638,146,40,23,16,61,15,13
2/22/2024 21:40,762,553,292,705,755,272,25,25,20,24,19,29
2/22/2024 21:45,895,568,153,753,739,249,49,23,28,45,41,15
2/22/2024 21:50,745,587,169,852,450,250,30,14,30,35,26,21
2/22/2024 21:55,939,777,276,666,578,166,25,37,9,36,27,27
2/22/2024 22:00,745,491,182,668,490,186,43,41,30,44,23,11
2/22/2024 22:05,1074,824,126,863,790,296,30,22,29,55,35,10
2/22/2024 22:10,1025,758,160,757,710,153,60,25,17,57,20,8
2/22/2024 22:15,658,627,143,1029,450,276,57,40,18,28,36,11
2/22/2024 22:20,725,900,299,1052,485,257,25,16,21,27,26,9
2/22/2024 22:25,633,835,200,1115,624,243,43,37,17,47,23,16
2/22/2024 22:30,1187,882,170,710,571,129,34,35,22,25,41,21
2/22/2024 22:35,1194,637,165,833,549,261,61,35,29,29,14,25
2/22/2024 22:40,648,664,251,833,785,235,64,40,25,45,25,28
2/22/2024 22:45,607,760,260,668,574,265,32,26,23,28,40,25
2/22/2024 22:50,621,546,268,1139,580,113,47,33,20,35,30,10
2/22/2024 22:55,805,760,129,995,617,288,66,30,30,56,31,20
2/22/2024 23:00,616,491,222,1170,656,216,65,15,16,56,22,15
2/22/2024 23:05,934,706,195,793,504,245,43,33,23,46,19,27
2/22/2024 23:10,637,540,231,842,761,112,23,29,29,40,32,16
2/22/2024 23:15,1112,549,169,1043,620,154,34,24,11,32,22,22
2/22/2024 23:20,938,466,201,939,711,276,55,19,16,43,37,29
2/22/2024 23:25,1148,597,220,1183,612,273,50,24,26,39,20,29
2/22/2024 23:30,1153,600,238,803,716,155,30,32,21,34,27,9
2/22/2024 23:35,903,687,293,1007,862,209,56,26,20,53,20,18
2/22/2024 23:40,1096,885,153,642,530,285,25,22,28,40,23,25
2/22/2024 23:45,666,686,160,1059,853,252,43,37,27,42,21,12
2/22/2024 23:50,745,450,187,1188,539,139,54,22,30,30,16,30
2/22/2024 23:55,798,585,103,654,459,152,60,15,19,24,28,27
2/23/2024 0:00,1168,661,268,849,742,182,23,28,24,37,38,14
2/23/2024 0:05,813,471,286,1169,823,191,22,31,8,56,40,15
2/23/2024 0:10,894,739,277,734,718,144,48,16,18,54,29,9
2/23/2024 0:15,770,881,198,859,667,273,60,41,18,45,22,8
2/23/2024 0:20,906,520,119,890,499,183,33,18,24,42,29,28
2/23/2024 0:25,732,753,188,1038,520,157,22,22,27,26,29,14
2/23/2024 0:30,757,613,295,1078,680,228,65,17,12,63,39,27
2/23/2024 0:35,612,463,178,758,707,110,31,14,14,44,29,30
2/23/2024 0:40,961,692,183,669,599,215,60,21,21,24,18,14
2/23/2024 0:45,1002,804,280,646,628,102,31,23,22,65,28,24
2/23/2024 0:50,1010,477,121,724,754,226,31,35,11,50,29,12
2/23/2024 0:55,1116,688,220,769,711,272,54,27,9,58,15,16
2/23/2024 1:00,750,734,219,743,738,167,64,20,14,62,31,30
2/23/2024 1:05,891,899,243,822,652,254,23,30,25,23,16,21
2/23/2024 1:10,969,508,183,614,895,213,65,34,23,36,19,17
2/23/2024 1:15,923,861,198,972,748,191,62,37,23,50,14,17
2/23/2024 1:20,609,592,110,947,561,120,52,29,9,38,22,13
2/23/2024 1:25,661,662,284,733,610,292,60,34,27,38,15,16
2/23/2024 1:30,619,758,149,848,720,250,43,39,8,55,30,9
2/23/2024 1:35,838,516,233,767,660,162,56,32,30,60,36,17
2/23/2024 1:40,843,723,292,605,644,150,59,16,24,29,37,8
2/23/2024 1:45,685,887,150,958,719,203,59,38,15,64,31,18
2/23/2024 1:50,811,675,188,943,599,300,56,26,8,47,37,17
2/23/2024 1:55,1077,482,299,1186,746,245,66,34,26,27,14,20
2/23/2024 2:00,631,610,285,1199,497,280,40,34,30,22,25,29
2/23/2024 2:05,778,526,253,700,720,153,49,25,10,33,32,23
2/23/2024 2:10,883,849,256,1157,552,210,58,17,24,64,38,29
2/23/2024 2:15,725,777,137,706,721,210,45,25,11,27,37,9
2/23/2024 2:20,632,683,123,1019,690,131,53,36,11,40,28,21
2/23/2024 2:25,629,735,199,723,451,237,50,17,19,44,27,23
2/23/2024 2:30,915,911,248,1038,908,204,55,34,29,61,15,19
2/23/2024 2:35,1112,558,218,824,827,173,30,16,23,35,20,14
2/23/2024 2:40,704,732,291,656,683,229,68,21,8,46,14,22
2/23/2024 2:45,713,729,125,771,736,140,27,21,17,63,24,8
2/23/2024 2:50,685,880,114,805,555,145,44,40,13,32,31,18
2/23/2024 2:55,792,697,244,1184,907,137,63,33,28,26,25,16
2/23/2024 3:00,929,705,181,1094,484,201,26,17,16,28,40,10
2/23/2024 3:05,1169,865,135,918,804,148,51,21,30,30,28,26
2/23/2024 3:10,974,524,157,1129,599,245,30,14,14,44,23,19
2/23/2024 3:15,641,827,210,929,809,281,22,38,11,50,38,26
2/23/2024 3:20,1000,688,281,1119,607,197,50,28,15,58,27,20
2/23/2024 3:25,868,827,212,751,509,239,60,17,27,44,25,17
2/23/2024 3:30,995,612,197,719,573,288,55,34,12,68,33,18
2/23/2024 3:35,746,906,199,875,472,275,24,22,19,46,41,29
2/23/2024 3:40,1159,663,200,1081,614,193,61,22,30,26,24,20
2/23/2024 3:45,833,561,296,929,806,282,33,30,14,53,41,8
2/23/2024 3:50,1069,503,254,959,702,200,31,34,13,56,18,17
2/23/2024 3:55,791,611,194,684,745,222,22,16,26,51,27,12
2/23/2024 4:00,1004,876,242,734,554,267,28,26,20,63,40,18
2/23/2024 4:05,954,621,279,610,845,283,66,37,11,59,19,10
2/23/2024 4:10,1071,825,214,763,696,239,52,31,27,58,32,13
2/23/2024 4:15,931,532,143,1111,815,115,36,22,28,27,37,9
2/23/2024 4:20,894,823,150,600,909,287,42,34,13,59,22,8
2/23/2024 4:25,888,504,171,893,595,202,26,37,25,41,38,9
2/23/2024 4:30,873,743,270,1120,525,117,36,40,23,29,20,21
2/23/2024 4:35,1145,765,127,1086,503,280,30,34,27,35,28,18
2/23/2024 4:40,779,841,193,738,591,262,54,41,27,23,40,25
2/23/2024 4:45,859,450,198,1196,668,118,29,36,23,31,15,23
2/23/2024 4:50,1086,840,261,759,501,202,48,21,8,40,29,21
2/23/2024 4:55,1004,873,222,682,555,260,54,40,25,62,18,16
2/23/2024 5:00,1076,615,117,961,695,186,45,25,11,56,21,11
2/23/2024 5:05,917,556,120,1020,546,238,34,39,24,25,15,30
2/23/2024 5:10,964,623,166,887,635,111,22,23,22,65,37,19
2/23/2024 5:15,1190,845,209,939,806,289,57,29,23,39,17,29
2/23/2024 5:20,1180,454,215,902,547,232,38,21,18,27,34,27
2/23/2024 5:25,724,572,139,822,636,226,53,35,18,26,23,28
2/23/2024 5:30,628,457,293,688,753,164,45,15,16,54,31,20
2/23/2024 5:35,837,451,175,662,913,142,45,35,16,45,23,17
2/23/2024 5:40,1109,507,253,796,535,222,23,38,26,49,38,26
2/23/2024 5:45,728,735,105,723,520,236,39,29,28,28,27,11
2/23/2024 5:50,964,505,252,878,815,105,49,36,19,65,41,28
2/23/2024 5:55,1126,804,192,691,502,174,26,37,30,53,24,10
2/23/2024 6:00,1171,656,273,608,664,245,68,40,30,46,29,24
2/23/2024 6:05,980,632,284,632,632,168,44,37,24,57,16,28
2/23/2024 6:10,966,769,199,896,742,162,63,19,26,39,29,19
2/23/2024 6:15,919,892,268,697,755,206,30,34,20,38,39,14
2/23/2024 6:20,970,451,242,747,884,128,44,26,15,53,15,30
2/23/2024 6:25,1068,457,258,602,887,192,66,26,27,38,31,8
2/23/2024 6:30,1103,759,285,805,779,201,23,26,11,55,24,28
2/23/2024 6:35,1188,484,236,995,829,219,48,32,26,43,29,19
2/23/2024 6:40,1148,904,225,688,717,137,30,24,16,57,28,15
2/23/2024 6:45,1150,664,207,950,540,249,41,34,11,47,32,17
2/23/2024 6:50,1147,542,157,859,687,206,25,23,13,64,32,26
2/23/2024 6:55,720,477,257,751,607,190,29,36,8,28,25,26
2/23/2024 7:00,862,853,112,750,487,164,57,35,17,65,40,15
2/23/2024 7:05,806,859,225,723,584,256,32,25,21,26,21,9
2/23/2024 7:10,1121,876,258,949,833,137,55,15,19,59,30,28
2/23/2024 7:15,1040,553,180,1099,748,227,26,35,27,60,30,14
2/23/2024 7:20,921,850,193,743,873,286,66,20,21,34,41,16
2/23/2024 7:25,956,843,126,894,517,101,40,41,23,55,40,19
2/23/2024 7:30,1112,887,233,972,585,142,41,17,9,28,33,16
2/23/2024 7:35,1098,828,249,683,750,300,63,41,13,53,15,27
2/23/2024 7:40,701,842,144,1060,642,112,45,30,12,54,32,29
2/23/2024 7:45,1002,455,150,662,834,199,35,38,14,67,14,9
2/23/2024 7:50,1138,636,221,1200,862,272,28,39,29,30,36,17
2/23/2024 7:55,963,880,124,1016,520,181,60,22,27,51,15,16
2/23/2024 8:00,1058,630,199,860,766,263,39,26,24,65,19,27
2/23/2024 8:05,1186,845,197,834,690,266,43,31,16,60,21,27
2/23/2024 8:10,691,832,220,751,816,215,22,17,30,30,41,15
2/23/2024 8:15,877,469,146,1005,483,120,63,16,12,59,35,24
2/23/2024 8:20,1107,598,235,796,483,187,50,33,16,57,41,13
2/23/2024 8:25,1180,694,272,1155,504,187,44,28,19,30,20,13
2/23/2024 8:30,674,854,256,1123,620,262,50,40,28,54,32,17
2/23/2024 8:35,745,535,133,717,669,169,31,38,30,30,21,10
2/23/2024 8:40,790,739,256,1186,627,103,52,40,8,24,24,24
2/23/2024 8:45,642,849,105,1136,454,284,42,40,19,60,39,27
2/23/2024 8:50,1134,898,182,1068,908,183,52,30,15,67,34,11
2/23/2024 8:55,907,493,117,914,753,129,22,28,14,48,36,10
2/23/2024 9:00,912,850,135,1181,867,224,58,37,19,33,15,9
2/23/2024 9:05,781,873,175,1091,535,251,34,19,8,63,35,21
2/23/2024 9:10,819,498,232,611,807,248,66,40,26,29,40,20
2/23/2024 9:15,1179,572,116,915,892,149,35,21,10,36,34,21
2/23/2024 9:20,664,734,182,1114,538,248,53,41,17,63,28,10
2/23/2024 9:25,652,753,268,893,862,275,44,31,27,36,36,16
2/23/2024 9:30,968,520,126,987,759,265,41,25,13,61,28,12
2/23/2024 9:35,1121,535,272,742,499,195,65,15,14,47,21,29
2/23/2024 9:40,611,661,106,1101,491,249,61,39,28,60,36,10
2/23/2024 9:45,1162,724,221,816,614,291,64,27,22,54,16,21
2/23/2024 9:50,886,776,136,725,451,214,52,16,11,22,16,10
2/23/2024 9:55,949,859,165,860,513,274,45,26,28,32,20,21
2/23/2024 10:00,1171,896,187,806,517,122,24,26,11,65,25,23
2/23/2024 10:05,946,601,171,1128,733,289,57,41,28,40,27,20
2/23/2024 10:10,1146,552,241,762,643,172,34,14,14,51,17,16
2/23/2024 10:15,1149,718,197,600,599,125,50,33,10,27,18,18
2/23/2024 10:20,1059,671,195,629,816,161,24,31,20,25,20,17
2/23/2024 10:25,741,543,156,1088,899,263,30,35,27,37,21,22
2/23/2024 10:30,991,586,274,930,775,247,46,17,17,47,18,24
2/23/2024 10:35,1034,761,114,1178,643,226,31,16,29,32,19,18
2/23/2024 10:40,794,780,153,725,488,280,58,15,16,43,38,12
2/23/2024 10:45,887,487,120,968,548,177,30,14,8,48,24,9
2/23/2024 10:50,940,508,232,708,681,237,39,23,8,29,19,30
2/23/2024 10:55,785,619,201,930,840,214,36,32,21,22,25,13
2/23/2024 11:00,1002,737,199,1083,747,104,68,20,10,27,36,30
2/23/2024 11:05,625,587,104,678,847,150,65,41,20,67,41,13
2/23/2024 11:10,804,466,183,806,801,232,55,30,9,68,15,8
2/23/2024 11:15,755,450,161,1070,905,214,50,19,13,53,33,18
2/23/2024 11:20,879,562,201,1102,733,237,33,36,9,67,40,24
2/23/2024 11:25,1036,789,193,1154,524,148,61,31,30,28,25,10
2/23/2024 11:30,1096,483,163,987,616,131,40,35,26,50,28,18
2/23/2024 11:35,851,615,146,733,778,228,42,25,22,58,37,24
2/23/2024 11:40,1042,681,190,713,549,210,68,14,20,37,15,21
2/23/2024 11:45,904,860,179,789,596,282,63,28,21,46,23,20
2/23/2024 11:50,1116,713,231,673,463,280,68,39,29,32,22,24
2/23/2024 11:55,631,747,232,929,877,298,64,20,8,54,19,27
2/23/2024 12:00,677,628,105,792,576,149,45,35,22,64,35,20
2/23/2024 12:05,817,843,263,787,656,156,59,27,11,37,26,28
2/23/2024 12:10,792,565,214,949,651,279,41,26,19,68,41,16
2/23/2024 12:15,601,493,131,739,483,256,24,37,11,46,25,23
2/23/2024 12:20,942,543,134,828,593,249,68,23,14,54,18,19
2/23/2024 12:25,881,646,224,953,780,268,64,33,15,41,22,26
2/23/2024 12:30,872,653,119,633,538,204,66,14,20,52,31,28
2/23/2024 12:35,720,571,138,1110,866,245,57,24,15,32,26,28
2/23/2024 12:40,894,644,170,971,695,104,50,27,28,62,31,9
2/23/2024 12:45,795,660,177,851,909,138,63,21,29,57,31,13
2/23/2024 12:50,628,467,184,938,528,263,39,15,14,65,23,12
2/23/2024 12:55,981,622,120,648,544,280,37,21,25,23,41,10
2/23/2024 13:00,1147,683,185,1182,720,211,60,19,18,50,29,8
2/23/2024 13:05,976,780,114,1198,746,229,41,32,27,36,22,27
2/23/2024 13:10,726,889,158,656,542,251,40,18,12,22,28,8
2/23/2024 13:15,1021,568,233,1147,781,104,63,41,19,43,27,25
2/23/2024 13:20,951,905,128,1174,553,189,28,36,12,30,30,10
2/23/2024 13:25,959,746,184,1053,689,242,53,19,26,62,27,23
2/23/2024 13:30,859,860,253,649,826,233,44,19,9,64,35,17
2/23/2024 13:35,623,475,275,882,546,218,67,38,9,63,34,16
2/23/2024 13:40,803,681,128,972,516,202,61,36,12,58,27,30
2/23/2024 13:45,636,811,239,686,748,219,60,19,13,66,36,16
2/23/2024 13:50,1020,782,231,784,478,173,39,21,27,56,29,13
2/23/2024 13:55,794,736,278,1085,730,104,65,36,14,63,22,14
2/23/2024 14:00,1072,895,289,920,624,185,56,16,30,48,39,16
2/23/2024 14:05,625,571,206,938,756,115,29,36,25,65,15,16
2/23/2024 14:10,1187,690,166,789,742,151,39,40,13,32,22,12
2/23/2024 14:15,664,588,289,1029,886,256,56,16,18,62,20,12
2/23/2024 14:20,723,678,163,837,904,127,67,22,28,33,27,26
2/23/2024 14:25,667,830,198,1078,797,264,22,17,25,38,28,14
2/23/2024 14:30,1126,757,101,788,817,146,58,18,30,45,28,26
2/23/2024 14:35,1010,848,276,602,578,164,55,24,12,66,25,15
2/23/2024 14:40,974,622,298,1104,813,217,65,41,19,44,21,23
2/23/2024 14:45,675,746,247,1152,695,262,64,36,16,29,29,30
2/23/2024 14:50,1106,606,213,679,450,202,62,18,19,23,32,23
2/23/2024 14:55,621,727,109,847,511,105,29,14,27,68,20,30
2/23/2024 15:00,999,590,261,992,576,273,68,23,9,28,34,29
2/23/2024 15:05,871,557,240,1171,809,262,49,20,20,66,32,11
2/23/2024 15:10,1125,520,297,999,591,271,43,24,28,52,41,10
2/23/2024 15:15,812,833,182,984,510,296,57,28,14,32,38,22
2/23/2024 15:20,1061,802,249,1069,467,291,32,32,9,31,28,18
2/23/2024 15:25,840,556,263,706,869,227,40,19,8,35,33,25
2/23/2024 15:30,781,660,275,728,830,295,64,21,27,67,38,29
2/23/2024 15:35,1158,735,252,754,650,178,53,16,9,50,17,14
2/23/2024 15:40,964,567,113,1037,452,264,59,29,22,33,32,13
2/23/2024 15:45,854,646,258,690,760,260,53,22,26,31,36,12
2/23/2024 15:50,916,880,256,726,825,241,64,30,13,41,16,15
2/23/2024 15:55,777,908,300,738,900,115,50,14,10,50,31,11
